,time,temp,max_peak,sig_peak,avg_peak,freq,label
3296,42151.79167,18.4,0.4,0.3,0.2,4.1,0.0
3297,42151.83333,17.8,0.4,0.3,0.2,4.4,0.0
3298,42151.875,17.7,0.4,0.3,0.2,5.1,0.0
3299,42151.91667,17.6,0.4,0.3,0.2,4.8,0.0
3300,42151.95833,17.6,0.5,0.3,0.2,4.5,0.0
3301,42152.0,17.4,0.4,0.3,0.2,4.7,0.0
3302,42152.04167,17.3,0.5,0.4,0.2,4.8,0.0
3303,42152.08333,17.2,0.5,0.4,0.2,5.0,0.0
3304,42152.125,17.3,0.6,0.4,0.3,4.9,0.0
3305,42152.16667,17.4,0.6,0.4,0.2,5.0,0.0
3306,42152.20833,17.3,0.6,0.4,0.3,4.7,0.0
3307,42152.25,17.3,0.5,0.4,0.2,4.4,0.0
3308,42152.29167,17.3,0.5,0.3,0.2,4.8,0.0
3309,42152.33333,16.5,0.5,0.4,0.3,3.1,0.0
3310,42152.375,16.4,0.7,0.4,0.3,3.4,0.0
3311,42152.41667,17.2,0.7,0.5,0.3,3.8,0.0
3312,42152.45833,16.4,0.8,0.6,0.4,3.8,0.0
3313,42152.5,16.4,0.8,0.5,0.3,4.1,0.0
3314,42152.54167,17.5,0.7,0.5,0.3,4.3,0.0
3315,42152.58333,17.5,0.6,0.4,0.3,3.9,0.0
3316,42152.625,18.0,0.6,0.4,0.3,4.1,0.0
3317,42152.66667,18.3,0.7,0.4,0.3,4.1,0.0
3318,42152.70833,18.4,0.5,0.4,0.2,4.1,0.0
3319,42152.75,18.4,0.6,0.4,0.3,3.7,0.0
3320,42152.79167,18.3,0.6,0.4,0.2,4.1,0.0
3321,42152.83333,18.1,0.6,0.4,0.3,4.4,0.0
3322,42152.875,18.0,0.5,0.4,0.3,4.7,0.0
3323,42152.91667,18.0,0.6,0.4,0.2,4.2,0.0
3324,42152.95833,18.0,0.4,0.3,0.2,3.9,0.0
3325,42153.0,17.8,0.5,0.4,0.2,4.0,0.0
3326,42153.04167,17.9,0.5,0.3,0.2,4.2,0.0
3327,42153.08333,17.8,0.5,0.3,0.2,4.4,0.0
3328,42153.125,17.6,0.4,0.4,0.2,4.4,0.0
3329,42153.16667,17.6,0.5,0.4,0.2,4.3,0.0
3330,42153.20833,17.5,0.5,0.3,0.2,4.6,0.0
3331,42153.25,17.5,0.4,0.3,0.2,4.3,0.0
3332,42153.29167,17.6,0.4,0.3,0.2,3.7,0.0
3333,42153.33333,17.3,0.4,0.3,0.2,3.6,0.0
3334,42153.375,17.9,0.4,0.3,0.2,3.7,0.0
3335,42153.41667,18.2,0.4,0.3,0.2,3.7,0.0
3336,42153.45833,18.8,0.4,0.3,0.2,3.9,0.0
3337,42153.5,19.6,0.4,0.3,0.2,3.9,0.0
3338,42153.54167,20.2,0.4,0.3,0.2,4.1,0.0
3339,42153.58333,20.0,0.4,0.3,0.2,4.4,0.0
3340,42153.625,20.3,0.5,0.3,0.2,4.4,0.0
3341,42153.66667,20.1,0.4,0.3,0.2,3.6,0.0
3342,42153.70833,20.6,0.5,0.4,0.2,3.6,0.0
3343,42153.75,20.2,0.6,0.4,0.3,3.3,0.0
3344,42153.79167,19.5,0.5,0.4,0.2,3.5,0.0
3345,42153.83333,18.8,0.4,0.4,0.2,3.7,0.0
3346,42153.875,18.6,0.4,0.3,0.2,3.6,0.0
3347,42153.91667,18.5,0.5,0.3,0.2,3.5,0.0
3348,42153.95833,18.3,0.5,0.3,0.2,3.5,0.0
3349,42154.0,18.3,0.4,0.3,0.2,3.2,0.0
3350,42154.04167,18.2,0.4,0.3,0.2,3.2,0.0
3351,42154.08333,18.1,0.3,0.3,0.2,3.2,0.0
3352,42154.125,18.4,0.4,0.3,0.2,3.4,0.0
3353,42154.16667,18.1,0.4,0.3,0.2,3.3,0.0
3354,42154.20833,18.0,0.3,0.2,0.2,3.2,0.0
3355,42154.25,17.8,0.4,0.3,0.2,3.4,0.0
3356,42154.29167,16.1,0.3,0.2,0.1,3.5,0.0
3357,42154.33333,15.1,0.3,0.2,0.1,3.8,0.0
3358,42154.375,15.8,0.3,0.2,0.1,3.9,0.0
3359,42154.41667,16.6,0.3,0.2,0.1,3.4,0.0
3360,42154.45833,16.1,0.4,0.2,0.1,3.9,0.0
3361,42154.5,15.6,0.3,0.2,0.1,3.7,0.0
3362,42154.54167,16.5,0.3,0.2,0.1,4.0,0.0
3363,42154.58333,16.9,0.3,0.2,0.1,5.2,0.0
3364,42154.625,17.4,0.3,0.2,0.1,5.1,0.0
3365,42154.66667,17.7,0.3,0.2,0.1,4.8,0.0
3366,42154.70833,17.8,0.3,0.2,0.1,4.2,0.0
3367,42154.75,18.0,0.3,0.2,0.1,3.3,0.0
3368,42154.79167,16.5,0.3,0.2,0.1,3.2,0.0
3369,42154.83333,17.0,0.4,0.2,0.2,3.0,0.0
3370,42154.875,17.1,0.3,0.2,0.1,3.0,0.0
3371,42154.91667,16.6,0.3,0.2,0.1,3.6,0.0
3372,42154.95833,16.6,0.3,0.2,0.1,5.0,0.0
3373,42155.0,16.7,0.2,0.1,0.1,4.3,0.0
3374,42155.04167,16.8,0.2,0.2,0.1,4.5,0.0
3375,42155.08333,16.5,0.2,0.1,0.1,4.8,0.0
3376,42155.125,16.3,0.2,0.1,0.1,4.6,0.0
3377,42155.16667,16.6,0.2,0.1,0.1,4.5,0.0
3378,42155.20833,16.4,0.2,0.2,0.1,4.0,0.0
3379,42155.25,15.8,0.3,0.2,0.1,4.0,0.0
3380,42155.29167,15.8,0.2,0.1,0.1,4.3,0.0
3381,42155.33333,15.8,0.2,0.2,0.1,4.2,0.0
3382,42155.375,15.7,0.2,0.2,0.1,4.4,0.0
3383,42155.41667,16.1,0.3,0.2,0.1,3.9,0.0
3384,42155.45833,16.1,0.3,0.2,0.1,4.8,0.0
3385,42155.5,16.9,0.3,0.2,0.1,3.1,0.0
3386,42155.54167,16.7,0.3,0.2,0.2,3.3,0.0
3387,42155.58333,17.9,0.5,0.3,0.2,3.3,0.0
3388,42155.625,18.3,0.5,0.3,0.2,3.6,0.0
3389,42155.66667,18.5,0.4,0.3,0.2,3.9,0.0
3390,42155.70833,18.4,0.3,0.2,0.2,4.0,0.0
3391,42155.75,18.6,0.4,0.3,0.2,3.9,0.0
3392,42155.79167,18.3,0.3,0.2,0.2,4.0,0.0
3393,42155.83333,18.2,0.3,0.2,0.1,3.7,0.0
3394,42155.875,18.3,0.3,0.2,0.1,3.8,0.0
3395,42155.91667,18.0,0.3,0.2,0.1,4.3,0.0
3396,42155.95833,17.9,0.3,0.2,0.1,4.2,0.0
3397,42156.0,17.8,0.3,0.2,0.1,3.8,0.0
3398,42156.04167,17.8,0.3,0.2,0.1,4.1,0.0
3399,42156.08333,17.7,0.4,0.3,0.2,4.4,0.0
3400,42156.125,17.7,0.5,0.3,0.2,4.0,0.0
3401,42156.16667,17.9,0.3,0.3,0.2,3.7,0.0
3402,42156.20833,17.9,0.3,0.3,0.2,3.7,0.0
3403,42156.25,17.9,0.4,0.2,0.1,3.6,0.0
3404,42156.29167,17.9,0.3,0.2,0.1,3.8,0.0
3405,42156.33333,18.0,0.4,0.3,0.2,3.3,0.0
3406,42156.375,18.0,0.4,0.3,0.2,3.2,0.0
3407,42156.41667,18.2,0.4,0.3,0.2,2.8,0.0
3408,42156.45833,18.2,0.5,0.3,0.2,2.7,0.0
3409,42156.5,18.4,0.4,0.3,0.2,3.0,0.0
3410,42156.54167,18.7,0.5,0.3,0.2,3.2,0.0
3411,42156.58333,18.5,0.7,0.5,0.3,3.1,0.0
3412,42156.625,18.4,0.8,0.6,0.4,3.3,0.0
3413,42156.66667,18.3,0.8,0.7,0.4,3.5,0.0
3414,42156.70833,18.1,1.1,0.7,0.4,3.5,0.0
3415,42156.75,17.6,0.9,0.6,0.4,3.4,0.0
3416,42156.79167,17.7,0.9,0.6,0.4,3.3,0.0
3417,42156.83333,17.6,0.6,0.5,0.3,3.3,0.0
3418,42156.875,17.6,0.6,0.5,0.3,3.3,0.0
3419,42156.91667,17.6,0.6,0.4,0.3,3.4,0.0
3420,42156.95833,17.3,0.6,0.5,0.3,3.6,0.0
3421,42157.0,17.2,0.6,0.4,0.2,3.5,0.0
3422,42157.04167,17.0,0.6,0.4,0.2,3.5,0.0
3423,42157.08333,17.0,0.4,0.4,0.2,3.4,0.0
3424,42157.125,16.5,0.5,0.4,0.2,3.4,0.0
3425,42157.16667,16.6,0.6,0.4,0.3,3.3,0.0
3426,42157.20833,14.5,0.6,0.4,0.3,3.2,0.0
3427,42157.25,15.5,0.6,0.4,0.3,3.1,0.0
3428,42157.29167,15.7,0.5,0.3,0.2,3.1,0.0
3429,42157.33333,14.8,0.6,0.4,0.2,3.1,0.0
3430,42157.375,14.7,0.5,0.3,0.2,3.1,0.0
3431,42157.41667,17.2,0.5,0.3,0.2,3.2,0.0
3432,42157.45833,17.8,0.5,0.4,0.2,3.0,0.0
3433,42157.5,17.9,0.6,0.4,0.2,3.1,0.0
3434,42157.54167,17.7,0.5,0.4,0.3,3.1,0.0
3435,42157.58333,17.3,0.6,0.4,0.3,3.0,0.0
3436,42157.625,17.0,0.6,0.4,0.3,3.1,0.0
3437,42157.66667,17.0,0.6,0.5,0.3,3.2,0.0
3438,42157.70833,17.2,0.8,0.6,0.4,3.4,0.0
3439,42157.75,17.1,0.9,0.6,0.4,3.5,0.0
3440,42157.79167,16.9,1.0,0.7,0.5,3.9,0.0
3441,42157.83333,16.6,1.0,0.7,0.5,3.9,0.0
3442,42157.875,16.3,0.9,0.7,0.4,3.8,0.0
3443,42157.91667,16.4,1.0,0.6,0.4,3.8,0.0
3444,42157.95833,16.4,0.8,0.5,0.3,3.8,0.0
3445,42158.0,16.3,0.6,0.4,0.3,3.5,0.0
3446,42158.04167,16.1,0.6,0.4,0.3,3.8,0.0
3447,42158.08333,15.9,0.4,0.3,0.2,3.8,0.0
3448,42158.125,15.7,0.5,0.4,0.3,4.0,0.0
3449,42158.16667,15.1,0.6,0.4,0.2,4.0,0.0
3450,42158.20833,15.3,0.4,0.4,0.2,3.4,0.0
3451,42158.25,14.6,0.5,0.3,0.2,3.3,0.0
3452,42158.29167,13.8,0.5,0.3,0.2,3.5,0.0
3453,42158.33333,13.9,0.4,0.3,0.2,3.5,0.0
3454,42158.375,13.6,0.4,0.3,0.2,4.1,0.0
3455,42158.41667,17.5,0.4,0.3,0.2,2.9,0.0
3456,42158.45833,18.5,0.4,0.3,0.2,2.9,0.0
3457,42158.5,18.4,0.5,0.3,0.2,2.8,0.0
3458,42158.54167,18.8,0.5,0.4,0.2,3.0,0.0
3459,42158.58333,18.4,1.3,1.0,0.6,5.7,0.0
3460,42158.625,18.5,1.4,1.0,0.7,5.6,0.0
3461,42158.66667,18.6,1.4,1.2,0.7,6.2,0.0
3462,42158.70833,18.7,1.3,0.9,0.6,6.0,0.0
3463,42158.75,18.6,1.2,0.8,0.5,6.2,0.0
3464,42158.79167,18.6,0.8,0.7,0.4,6.0,0.0
3465,42158.83333,18.5,0.9,0.6,0.4,5.8,0.0
3466,42158.875,18.4,0.8,0.5,0.3,5.7,0.0
3467,42158.91667,18.3,0.7,0.5,0.3,5.9,0.0
3468,42158.95833,18.2,0.5,0.4,0.3,5.4,0.0
3469,42159.0,18.0,0.5,0.4,0.3,5.4,0.0
3470,42159.04167,17.8,0.6,0.4,0.3,5.4,0.0
3471,42159.08333,17.7,0.6,0.4,0.3,5.3,0.0
3472,42159.125,17.4,0.5,0.4,0.3,6.0,0.0
3473,42159.16667,16.8,0.6,0.4,0.2,6.2,0.0
3474,42159.20833,15.7,0.6,0.4,0.2,5.7,0.0
3475,42159.25,15.5,0.6,0.4,0.2,5.8,0.0
3476,42159.29167,14.7,0.5,0.3,0.2,5.9,0.0
3477,42159.33333,13.8,0.5,0.3,0.2,5.2,0.0
3478,42159.375,13.0,0.4,0.3,0.2,5.3,0.0
3479,42159.41667,12.6,0.4,0.3,0.2,4.9,0.0
3480,42159.45833,12.5,0.5,0.3,0.2,5.3,0.0
3481,42159.5,13.0,0.3,0.3,0.2,5.0,0.0
3482,42159.54167,17.8,0.4,0.3,0.2,4.7,0.0
3483,42159.58333,18.7,0.4,0.3,0.2,5.4,0.0
3484,42159.625,19.4,0.4,0.3,0.2,5.3,0.0
3485,42159.66667,20.1,0.4,0.3,0.2,5.0,0.0
3486,42159.70833,20.0,0.5,0.3,0.2,5.7,0.0
3487,42159.75,19.9,0.4,0.3,0.2,5.4,0.0
3488,42159.79167,19.2,0.5,0.3,0.2,5.9,0.0
3489,42159.83333,18.9,0.5,0.3,0.2,5.8,0.0
3490,42159.875,18.7,0.5,0.3,0.2,5.6,0.0
3491,42159.91667,18.5,0.4,0.3,0.2,5.0,0.0
3492,42159.95833,18.2,0.4,0.3,0.2,5.1,0.0
3493,42160.0,17.8,0.3,0.2,0.2,5.3,0.0
3494,42160.04167,17.6,0.4,0.3,0.2,5.5,0.0
3495,42160.08333,17.6,0.5,0.3,0.2,6.9,0.0
3496,42160.125,17.7,0.5,0.4,0.2,7.8,0.0
3497,42160.16667,17.3,0.6,0.5,0.3,8.8,0.0
3498,42160.20833,16.6,0.6,0.5,0.3,8.7,0.0
3499,42160.25,16.8,0.7,0.5,0.3,8.9,0.0
3500,42160.29167,17.2,0.8,0.5,0.3,5.0,0.0
3501,42160.33333,17.3,1.0,0.6,0.4,6.7,0.0
3502,42160.375,17.3,0.8,0.6,0.4,6.7,0.0
3503,42160.41667,17.2,0.7,0.6,0.3,8.4,0.0
3504,42160.45833,17.1,0.7,0.5,0.3,8.2,0.0
3505,42160.5,16.7,0.9,0.6,0.4,8.5,0.0
3506,42160.54167,16.4,0.8,0.6,0.4,8.6,0.0
3507,42160.58333,16.5,0.8,0.6,0.3,8.4,0.0
3508,42160.625,16.5,0.7,0.5,0.3,7.9,0.0
3509,42160.66667,16.3,0.8,0.5,0.3,7.7,0.0
3510,42160.70833,15.7,0.6,0.5,0.3,6.5,0.0
3511,42160.75,15.2,0.8,0.5,0.3,6.1,0.0
3512,42160.79167,14.5,0.8,0.6,0.3,7.1,0.0
3513,42160.83333,14.5,0.7,0.6,0.3,8.0,0.0
3514,42160.875,14.3,0.7,0.6,0.4,6.3,0.0
3515,42160.91667,15.5,0.8,0.6,0.4,5.8,0.0
3516,42160.95833,16.2,0.9,0.5,0.3,5.7,0.0
3517,42161.0,16.2,0.9,0.6,0.4,6.6,0.0
3518,42161.04167,16.0,1.1,0.8,0.5,5.8,0.0
3519,42161.08333,16.0,0.9,0.7,0.5,5.8,0.0
3520,42161.125,15.9,1.0,0.7,0.5,6.2,0.0
3521,42161.16667,16.0,1.0,0.7,0.5,6.3,0.0
3522,42161.20833,15.7,0.9,0.7,0.4,6.8,0.0
3523,42161.25,15.6,0.8,0.7,0.4,6.5,0.0
3524,42161.29167,15.5,0.9,0.7,0.4,6.6,0.0
3525,42161.33333,15.5,0.8,0.6,0.4,6.8,0.0
3526,42161.375,15.7,0.7,0.6,0.4,6.4,0.0
3527,42161.41667,15.7,0.8,0.6,0.4,6.3,0.0
3528,42161.45833,16.5,0.8,0.7,0.4,6.0,0.0
3529,42161.5,16.7,0.8,0.6,0.4,6.2,0.0
3530,42161.54167,16.3,0.8,0.7,0.4,6.0,0.0
3531,42161.58333,17.3,1.0,0.7,0.5,5.6,0.0
3532,42161.625,18.1,1.0,0.7,0.5,5.4,0.0
3533,42161.66667,18.2,1.1,0.7,0.5,5.4,0.0
3534,42161.70833,18.2,1.0,0.7,0.4,5.7,0.0
3535,42161.75,17.9,0.9,0.7,0.4,5.9,0.0
3536,42161.79167,17.5,1.1,0.7,0.4,5.4,0.0
3537,42161.83333,17.2,0.8,0.6,0.4,5.6,0.0
3538,42161.875,17.4,0.8,0.6,0.4,5.8,0.0
3539,42161.91667,17.7,0.9,0.6,0.4,5.7,0.0
3540,42161.95833,17.9,0.8,0.6,0.4,6.3,0.0
3541,42162.0,17.6,0.8,0.5,0.3,6.5,0.0
3542,42162.04167,17.3,0.7,0.5,0.3,7.1,0.0
3543,42162.08333,17.6,0.6,0.5,0.3,5.8,0.0
3544,42162.125,17.5,0.6,0.5,0.3,7.0,0.0
3545,42162.16667,17.2,0.8,0.5,0.3,6.3,0.0
3546,42162.20833,17.0,0.8,0.6,0.4,6.7,0.0
3547,42162.25,16.7,0.6,0.5,0.3,6.9,0.0
3548,42162.29167,16.7,0.7,0.5,0.3,7.0,0.0
3549,42162.33333,16.7,0.6,0.5,0.3,6.7,0.0
3550,42162.375,16.8,0.6,0.5,0.3,6.8,0.0
3551,42162.41667,17.4,0.6,0.5,0.3,8.0,0.0
3552,42162.45833,17.9,0.7,0.5,0.3,6.9,0.0
3553,42162.5,18.1,0.6,0.5,0.3,6.4,0.0
3554,42162.54167,18.0,0.6,0.5,0.3,6.4,0.0
3555,42162.58333,18.3,0.7,0.6,0.3,6.6,0.0
3556,42162.625,17.9,0.9,0.7,0.4,8.2,0.0
3557,42162.66667,18.5,0.9,0.6,0.4,6.9,0.0
3558,42162.70833,18.5,0.7,0.6,0.4,7.1,0.0
3559,42162.75,18.0,0.9,0.6,0.4,6.1,0.0
3560,42162.79167,17.5,0.9,0.6,0.4,6.1,0.0
3561,42162.83333,17.7,0.8,0.6,0.4,6.2,0.0
3562,42162.875,17.7,0.8,0.6,0.3,6.6,0.0
3563,42162.91667,17.6,0.8,0.6,0.4,6.8,0.0
3564,42162.95833,17.3,0.8,0.6,0.4,6.7,0.0
3565,42163.0,17.3,0.7,0.6,0.4,7.3,0.0
3566,42163.04167,17.2,0.9,0.6,0.4,7.0,0.0
3567,42163.08333,16.4,0.7,0.6,0.4,6.5,0.0
3568,42163.125,16.3,0.8,0.6,0.3,6.5,0.0
3569,42163.16667,16.8,0.8,0.6,0.4,6.2,0.0
3570,42163.20833,16.7,0.8,0.6,0.4,6.0,0.0
3571,42163.25,17.0,0.7,0.6,0.4,6.3,0.0
3572,42163.29167,17.2,0.8,0.5,0.3,6.1,0.0
3573,42163.33333,17.1,0.8,0.6,0.4,6.2,0.0
3574,42163.375,17.3,0.7,0.6,0.4,6.6,0.0
3575,42163.41667,17.9,0.9,0.6,0.4,6.5,0.0
3576,42163.45833,17.7,0.9,0.6,0.4,6.4,0.0
3577,42163.5,17.4,0.9,0.6,0.4,5.8,0.0
3578,42163.54167,17.4,0.8,0.6,0.4,5.9,0.0
3579,42163.58333,17.2,0.9,0.7,0.4,5.8,0.0
3580,42163.625,16.9,1.0,0.7,0.4,5.2,0.0
3581,42163.66667,16.9,0.9,0.6,0.4,5.4,0.0
3582,42163.70833,17.2,0.8,0.6,0.4,5.4,0.0
3583,42163.75,16.2,0.8,0.5,0.4,4.7,0.0
3584,42163.79167,15.9,0.7,0.5,0.3,5.5,0.0
3585,42163.83333,16.4,0.5,0.4,0.3,5.8,0.0
3586,42163.875,16.4,0.7,0.5,0.3,5.8,0.0
3587,42163.91667,16.4,0.7,0.5,0.3,5.5,0.0
3588,42163.95833,16.2,0.7,0.5,0.3,5.9,0.0
3589,42164.0,16.0,0.9,0.6,0.4,5.5,0.0
3590,42164.04167,15.8,0.8,0.6,0.4,5.8,0.0
3591,42164.08333,15.8,0.7,0.5,0.3,5.4,0.0
3592,42164.125,15.7,0.8,0.6,0.4,5.1,0.0
3593,42164.16667,15.7,0.8,0.6,0.3,5.4,0.0
3594,42164.20833,15.7,0.7,0.5,0.3,5.3,0.0
3595,42164.25,15.8,0.6,0.5,0.3,5.2,0.0
3596,42164.29167,16.0,0.7,0.5,0.3,5.0,0.0
3597,42164.33333,16.1,0.7,0.4,0.3,4.6,0.0
3598,42164.375,16.4,0.6,0.4,0.3,4.8,0.0
3599,42164.41667,16.5,0.6,0.4,0.3,5.2,0.0
3600,42164.45833,17.2,0.7,0.4,0.3,4.9,0.0
3601,42164.5,18.4,0.5,0.4,0.2,4.6,0.0
3602,42164.54167,18.1,0.5,0.4,0.2,4.7,0.0
3603,42164.58333,19.0,0.6,0.4,0.3,4.7,0.0
3604,42164.625,18.1,0.5,0.4,0.2,5.0,0.0
3605,42164.66667,17.8,0.5,0.4,0.2,4.8,0.0
3606,42164.70833,18.6,0.5,0.3,0.2,4.6,0.0
3607,42164.75,17.7,0.5,0.4,0.2,4.5,0.0
3608,42164.79167,17.3,0.5,0.4,0.2,4.2,0.0
3609,42164.83333,17.2,0.5,0.4,0.2,4.4,0.0
3610,42164.875,16.9,0.5,0.3,0.2,3.8,0.0
3611,42164.91667,16.7,0.5,0.4,0.2,3.9,0.0
3612,42164.95833,16.6,0.4,0.3,0.2,4.1,0.0
3613,42165.0,16.3,0.5,0.3,0.2,4.5,0.0
3614,42165.04167,16.3,0.5,0.3,0.2,4.1,0.0
3615,42165.08333,16.5,0.4,0.3,0.2,4.4,0.0
3616,42165.125,16.3,0.4,0.3,0.2,4.9,0.0
3617,42165.16667,16.3,0.4,0.3,0.2,4.6,0.0
3618,42165.20833,16.0,0.4,0.3,0.2,4.7,0.0
3619,42165.25,16.1,0.4,0.3,0.2,4.7,0.0
3620,42165.29167,16.1,0.3,0.3,0.2,4.3,0.0
3621,42165.33333,16.2,0.4,0.3,0.2,4.2,0.0
3622,42165.375,16.7,0.4,0.3,0.2,4.6,0.0
3623,42165.41667,17.3,0.4,0.2,0.2,4.9,0.0
3624,42165.45833,19.2,0.3,0.2,0.1,4.7,0.0
3625,42165.5,18.8,0.3,0.2,0.2,4.3,0.0
3626,42165.54167,20.6,0.3,0.2,0.1,4.6,0.0
3627,42165.58333,20.2,0.3,0.2,0.1,4.4,0.0
3628,42165.625,21.0,0.4,0.2,0.2,4.0,0.0
3629,42165.66667,20.7,0.2,0.2,0.1,4.3,0.0
3630,42165.70833,20.6,0.2,0.2,0.1,4.5,0.0
3631,42165.75,19.8,0.2,0.2,0.1,3.8,0.0
3632,42165.79167,19.2,0.3,0.2,0.1,3.8,0.0
3633,42165.83333,17.9,0.2,0.2,0.1,3.9,0.0
3634,42165.875,18.4,0.2,0.1,0.1,4.6,0.0
3635,42165.91667,18.3,0.2,0.2,0.1,3.8,0.0
3636,42165.95833,18.6,0.2,0.1,0.1,4.8,0.0
3637,42166.0,18.1,0.2,0.2,0.1,4.3,0.0
3638,42166.04167,17.8,0.2,0.1,0.1,4.5,0.0
3639,42166.08333,17.6,0.2,0.2,0.1,4.1,0.0
3640,42166.125,17.1,0.2,0.2,0.1,3.7,0.0
3641,42166.16667,17.2,0.2,0.1,0.1,3.9,0.0
3642,42166.20833,17.2,0.2,0.1,0.1,4.0,0.0
3643,42166.25,17.1,0.3,0.2,0.1,4.4,0.0
3644,42166.29167,17.0,0.2,0.1,0.1,4.2,0.0
3645,42166.33333,17.1,0.2,0.2,0.1,3.7,0.0
3646,42166.375,16.9,0.3,0.2,0.1,4.0,0.0
3647,42166.41667,17.1,0.2,0.2,0.1,3.9,0.0
3648,42166.45833,17.0,0.2,0.1,0.1,4.1,0.0
3649,42166.5,17.3,0.2,0.2,0.1,3.6,0.0
3650,42166.54167,16.7,0.3,0.2,0.1,3.0,0.0
3651,42166.58333,16.6,0.3,0.2,0.2,3.0,0.0
3652,42166.625,16.5,0.3,0.2,0.2,3.2,0.0
3653,42166.66667,16.6,0.3,0.2,0.2,3.3,0.0
3654,42166.70833,17.0,0.4,0.3,0.2,3.4,0.0
3655,42166.75,17.3,0.4,0.3,0.2,3.9,0.0
3656,42166.79167,17.3,0.4,0.3,0.2,3.8,0.0
3657,42166.83333,17.4,0.6,0.3,0.2,3.8,0.0
3658,42166.875,17.3,0.6,0.4,0.2,3.8,0.0
3659,42166.91667,17.3,0.5,0.4,0.3,4.0,0.0
3660,42166.95833,17.2,0.6,0.4,0.3,4.3,0.0
3661,42167.0,17.3,0.6,0.4,0.3,4.5,0.0
3662,42167.04167,17.4,0.7,0.5,0.3,4.7,0.0
3663,42167.08333,17.1,0.5,0.4,0.3,4.4,0.0
3664,42167.125,17.1,0.6,0.4,0.3,4.6,0.0
3665,42167.16667,17.1,0.6,0.4,0.3,4.5,0.0
3666,42167.20833,17.0,0.5,0.4,0.3,4.1,0.0
3667,42167.25,16.9,0.8,0.5,0.3,4.1,0.0
3668,42167.29167,17.0,0.7,0.5,0.3,4.1,0.0
3669,42167.33333,17.0,0.6,0.5,0.3,4.1,0.0
3670,42167.375,17.1,0.7,0.5,0.3,4.2,0.0
3671,42167.41667,17.4,0.5,0.4,0.2,4.0,0.0
3672,42167.45833,17.5,0.6,0.4,0.2,3.8,0.0
3673,42167.5,17.2,0.5,0.3,0.2,3.8,0.0
3674,42167.54167,18.3,0.5,0.3,0.2,3.3,0.0
3675,42167.58333,18.6,0.5,0.4,0.2,3.0,0.0
3676,42167.625,18.5,0.6,0.4,0.3,3.3,0.0
3677,42167.66667,18.7,0.9,0.5,0.3,3.5,0.0
3678,42167.70833,16.7,0.8,0.5,0.3,3.9,0.0
3679,42167.75,15.3,0.6,0.5,0.3,4.2,0.0
3680,42167.79167,14.4,0.6,0.4,0.3,4.2,0.0
3681,42167.83333,13.6,0.6,0.4,0.3,4.1,0.0
3682,42167.875,13.9,0.6,0.4,0.3,4.0,0.0
3683,42167.91667,15.2,0.7,0.5,0.3,3.9,0.0
3684,42167.95833,16.0,0.6,0.4,0.2,4.2,0.0
3685,42168.0,16.6,0.5,0.4,0.2,4.5,0.0
3686,42168.04167,16.6,0.5,0.4,0.2,4.5,0.0
3687,42168.08333,16.5,0.5,0.4,0.2,4.7,0.0
3688,42168.125,16.7,0.6,0.4,0.3,5.0,0.0
3689,42168.16667,16.9,0.5,0.4,0.3,4.9,0.0
3690,42168.20833,17.1,0.7,0.5,0.3,5.1,0.0
3691,42168.25,16.9,0.7,0.5,0.3,5.0,0.0
3692,42168.29167,16.9,0.7,0.5,0.3,5.3,0.0
3693,42168.33333,17.0,0.7,0.5,0.3,4.9,0.0
3694,42168.375,16.9,0.7,0.5,0.3,5.1,0.0
3695,42168.41667,16.9,0.6,0.5,0.3,5.6,0.0
3696,42168.45833,17.0,0.6,0.4,0.3,5.6,0.0
3697,42168.5,16.5,0.5,0.4,0.2,5.4,0.0
3698,42168.54167,16.9,0.6,0.4,0.3,4.6,0.0
3699,42168.58333,17.0,0.6,0.4,0.3,4.4,0.0
3700,42168.625,16.9,0.8,0.6,0.4,3.5,0.0
3701,42168.66667,17.0,1.2,0.8,0.5,3.7,0.0
3702,42168.70833,16.9,1.4,1.0,0.6,4.1,0.0
3703,42168.75,16.9,1.3,0.9,0.6,4.1,0.0
3704,42168.79167,16.8,1.3,0.8,0.5,4.1,0.0
3705,42168.83333,16.5,1.2,0.8,0.5,4.2,0.0
3706,42168.875,16.4,1.0,0.8,0.5,4.3,0.0
3707,42168.91667,16.2,0.9,0.7,0.4,4.7,0.0
3708,42168.95833,15.9,1.0,0.7,0.5,4.2,0.0
3709,42169.0,15.7,1.1,0.8,0.5,4.3,0.0
3710,42169.04167,15.5,1.1,0.7,0.5,4.3,0.0
3711,42169.08333,13.8,0.9,0.6,0.4,4.7,0.0
3712,42169.125,15.0,0.8,0.6,0.4,4.7,0.0
3713,42169.16667,15.5,0.6,0.5,0.3,4.8,0.0
3714,42169.20833,15.5,0.6,0.4,0.3,5.1,0.0
3715,42169.25,16.6,0.6,0.4,0.3,5.5,0.0
3716,42169.29167,16.7,0.7,0.4,0.3,5.1,0.0
3717,42169.33333,16.8,0.7,0.4,0.3,4.6,0.0
3718,42169.375,17.0,0.6,0.5,0.3,4.9,0.0
3719,42169.41667,17.2,0.6,0.4,0.3,4.7,0.0
3720,42169.45833,17.3,0.7,0.5,0.3,4.1,0.0
3721,42169.5,17.2,0.9,0.6,0.4,3.7,0.0
3722,42169.54167,17.2,0.9,0.7,0.4,3.7,0.0
