일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),"Label(Swell : 1, non-Swell : 0)"
42154.41667,16.6,0.3,0.2,0.1,3.4,0
42154.45833,16.1,0.4,0.2,0.1,3.9,0
42154.5,15.6,0.3,0.2,0.1,3.7,0
42154.54167,16.5,0.3,0.2,0.1,4,0
42154.58333,16.9,0.3,0.2,0.1,5.2,0
42154.625,17.4,0.3,0.2,0.1,5.1,0
42154.66667,17.7,0.3,0.2,0.1,4.8,0
42154.70833,17.8,0.3,0.2,0.1,4.2,0
42154.75,18,0.3,0.2,0.1,3.3,0
42154.79167,16.5,0.3,0.2,0.1,3.2,0
42154.83333,17,0.4,0.2,0.2,3,0
42154.875,17.1,0.3,0.2,0.1,3,0
42154.91667,16.6,0.3,0.2,0.1,3.6,0
42154.95833,16.6,0.3,0.2,0.1,5,0
42155,16.7,0.2,0.1,0.1,4.3,0
42155.04167,16.8,0.2,0.2,0.1,4.5,0
42155.08333,16.5,0.2,0.1,0.1,4.8,0
42155.125,16.3,0.2,0.1,0.1,4.6,0
42155.16667,16.6,0.2,0.1,0.1,4.5,0
42155.20833,16.4,0.2,0.2,0.1,4,0
42155.25,15.8,0.3,0.2,0.1,4,0
42155.29167,15.8,0.2,0.1,0.1,4.3,0
42155.33333,15.8,0.2,0.2,0.1,4.2,0
42155.375,15.7,0.2,0.2,0.1,4.4,0
42155.41667,16.1,0.3,0.2,0.1,3.9,0
42155.45833,16.1,0.3,0.2,0.1,4.8,0
42155.5,16.9,0.3,0.2,0.1,3.1,0
42155.54167,16.7,0.3,0.2,0.2,3.3,0
42155.58333,17.9,0.5,0.3,0.2,3.3,0
42155.625,18.3,0.5,0.3,0.2,3.6,0
42155.66667,18.5,0.4,0.3,0.2,3.9,0
42155.70833,18.4,0.3,0.2,0.2,4,0
42155.75,18.6,0.4,0.3,0.2,3.9,0
42155.79167,18.3,0.3,0.2,0.2,4,0
42155.83333,18.2,0.3,0.2,0.1,3.7,0
42155.875,18.3,0.3,0.2,0.1,3.8,0
42155.91667,18,0.3,0.2,0.1,4.3,0
42155.95833,17.9,0.3,0.2,0.1,4.2,0
42156,17.8,0.3,0.2,0.1,3.8,0
42156.04167,17.8,0.3,0.2,0.1,4.1,0
42156.08333,17.7,0.4,0.3,0.2,4.4,0
42156.125,17.7,0.5,0.3,0.2,4,0
42156.16667,17.9,0.3,0.3,0.2,3.7,0
42156.20833,17.9,0.3,0.3,0.2,3.7,0
42156.25,17.9,0.4,0.2,0.1,3.6,0
42156.29167,17.9,0.3,0.2,0.1,3.8,0
42156.33333,18,0.4,0.3,0.2,3.3,0
42156.375,18,0.4,0.3,0.2,3.2,0
42156.41667,18.2,0.4,0.3,0.2,2.8,0
42156.45833,18.2,0.5,0.3,0.2,2.7,0
42156.5,18.4,0.4,0.3,0.2,3,0
42156.54167,18.7,0.5,0.3,0.2,3.2,0
42156.58333,18.5,0.7,0.5,0.3,3.1,0
42156.625,18.4,0.8,0.6,0.4,3.3,0
42156.66667,18.3,0.8,0.7,0.4,3.5,0
42156.70833,18.1,1.1,0.7,0.4,3.5,0
42156.75,17.6,0.9,0.6,0.4,3.4,0
42156.79167,17.7,0.9,0.6,0.4,3.3,0
42156.83333,17.6,0.6,0.5,0.3,3.3,0
42156.875,17.6,0.6,0.5,0.3,3.3,0
42156.91667,17.6,0.6,0.4,0.3,3.4,0
42156.95833,17.3,0.6,0.5,0.3,3.6,0
42157,17.2,0.6,0.4,0.2,3.5,0
42157.04167,17,0.6,0.4,0.2,3.5,0
42157.08333,17,0.4,0.4,0.2,3.4,0
42157.125,16.5,0.5,0.4,0.2,3.4,0
42157.16667,16.6,0.6,0.4,0.3,3.3,0
42157.20833,14.5,0.6,0.4,0.3,3.2,0
42157.25,15.5,0.6,0.4,0.3,3.1,0
42157.29167,15.7,0.5,0.3,0.2,3.1,0
42157.33333,14.8,0.6,0.4,0.2,3.1,0
42157.375,14.7,0.5,0.3,0.2,3.1,0
42157.41667,17.2,0.5,0.3,0.2,3.2,0
42157.45833,17.8,0.5,0.4,0.2,3,0
42157.5,17.9,0.6,0.4,0.2,3.1,0
42157.54167,17.7,0.5,0.4,0.3,3.1,0
42157.58333,17.3,0.6,0.4,0.3,3,0
42157.625,17,0.6,0.4,0.3,3.1,0
42157.66667,17,0.6,0.5,0.3,3.2,0
42157.70833,17.2,0.8,0.6,0.4,3.4,0
42157.75,17.1,0.9,0.6,0.4,3.5,0
42157.79167,16.9,1,0.7,0.5,3.9,0
42157.83333,16.6,1,0.7,0.5,3.9,0
42157.875,16.3,0.9,0.7,0.4,3.8,0
42157.91667,16.4,1,0.6,0.4,3.8,0
42157.95833,16.4,0.8,0.5,0.3,3.8,0
42158,16.3,0.6,0.4,0.3,3.5,0
42158.04167,16.1,0.6,0.4,0.3,3.8,0
42158.08333,15.9,0.4,0.3,0.2,3.8,0
42158.125,15.7,0.5,0.4,0.3,4,0
42158.16667,15.1,0.6,0.4,0.2,4,0
42158.20833,15.3,0.4,0.4,0.2,3.4,0
42158.25,14.6,0.5,0.3,0.2,3.3,0
42158.29167,13.8,0.5,0.3,0.2,3.5,0
42158.33333,13.9,0.4,0.3,0.2,3.5,0
42158.375,13.6,0.4,0.3,0.2,4.1,0
42158.41667,17.5,0.4,0.3,0.2,2.9,0
42158.45833,18.5,0.4,0.3,0.2,2.9,0
42158.5,18.4,0.5,0.3,0.2,2.8,0
42158.54167,18.8,0.5,0.4,0.2,3,0
42158.58333,18.4,1.3,1,0.6,5.7,0
42158.625,18.5,1.4,1,0.7,5.6,0
42158.66667,18.6,1.4,1.2,0.7,6.2,0
42158.70833,18.7,1.3,0.9,0.6,6,0
42158.75,18.6,1.2,0.8,0.5,6.2,0
42158.79167,18.6,0.8,0.7,0.4,6,0
42158.83333,18.5,0.9,0.6,0.4,5.8,0
42158.875,18.4,0.8,0.5,0.3,5.7,0
42158.91667,18.3,0.7,0.5,0.3,5.9,0
42158.95833,18.2,0.5,0.4,0.3,5.4,0
42159,18,0.5,0.4,0.3,5.4,0
42159.04167,17.8,0.6,0.4,0.3,5.4,0
42159.08333,17.7,0.6,0.4,0.3,5.3,0
42159.125,17.4,0.5,0.4,0.3,6,0
42159.16667,16.8,0.6,0.4,0.2,6.2,0
42159.20833,15.7,0.6,0.4,0.2,5.7,0
42159.25,15.5,0.6,0.4,0.2,5.8,0
42159.29167,14.7,0.5,0.3,0.2,5.9,0
42159.33333,13.8,0.5,0.3,0.2,5.2,0
42159.375,13,0.4,0.3,0.2,5.3,0
42159.41667,12.6,0.4,0.3,0.2,4.9,0
42159.45833,12.5,0.5,0.3,0.2,5.3,0
42159.5,13,0.3,0.3,0.2,5,0
42159.54167,17.8,0.4,0.3,0.2,4.7,0
42159.58333,18.7,0.4,0.3,0.2,5.4,0
42159.625,19.4,0.4,0.3,0.2,5.3,0
42159.66667,20.1,0.4,0.3,0.2,5,0
42159.70833,20,0.5,0.3,0.2,5.7,0
42159.75,19.9,0.4,0.3,0.2,5.4,0
42159.79167,19.2,0.5,0.3,0.2,5.9,0
42159.83333,18.9,0.5,0.3,0.2,5.8,0
42159.875,18.7,0.5,0.3,0.2,5.6,0
42159.91667,18.5,0.4,0.3,0.2,5,0
42159.95833,18.2,0.4,0.3,0.2,5.1,0
42160,17.8,0.3,0.2,0.2,5.3,0
42160.04167,17.6,0.4,0.3,0.2,5.5,0
42160.08333,17.6,0.5,0.3,0.2,6.9,0
42160.125,17.7,0.5,0.4,0.2,7.8,0
42160.16667,17.3,0.6,0.5,0.3,8.8,0
42160.20833,16.6,0.6,0.5,0.3,8.7,0
42160.25,16.8,0.7,0.5,0.3,8.9,0
42160.29167,17.2,0.8,0.5,0.3,5,0
42160.33333,17.3,1,0.6,0.4,6.7,0
42160.375,17.3,0.8,0.6,0.4,6.7,0
42160.41667,17.2,0.7,0.6,0.3,8.4,0
42160.45833,17.1,0.7,0.5,0.3,8.2,0
42160.5,16.7,0.9,0.6,0.4,8.5,0
42160.54167,16.4,0.8,0.6,0.4,8.6,0
42160.58333,16.5,0.8,0.6,0.3,8.4,0
42160.625,16.5,0.7,0.5,0.3,7.9,0
42160.66667,16.3,0.8,0.5,0.3,7.7,0
42160.70833,15.7,0.6,0.5,0.3,6.5,0
42160.75,15.2,0.8,0.5,0.3,6.1,0
42160.79167,14.5,0.8,0.6,0.3,7.1,0
42160.83333,14.5,0.7,0.6,0.3,8,0
42160.875,14.3,0.7,0.6,0.4,6.3,0
42160.91667,15.5,0.8,0.6,0.4,5.8,0
42160.95833,16.2,0.9,0.5,0.3,5.7,0
42161,16.2,0.9,0.6,0.4,6.6,0
42161.04167,16,1.1,0.8,0.5,5.8,0
42161.08333,16,0.9,0.7,0.5,5.8,0
42161.125,15.9,1,0.7,0.5,6.2,0
42161.16667,16,1,0.7,0.5,6.3,0
42161.20833,15.7,0.9,0.7,0.4,6.8,0
42161.25,15.6,0.8,0.7,0.4,6.5,0
42161.29167,15.5,0.9,0.7,0.4,6.6,0
42161.33333,15.5,0.8,0.6,0.4,6.8,0
42161.375,15.7,0.7,0.6,0.4,6.4,0
42161.41667,15.7,0.8,0.6,0.4,6.3,0
42161.45833,16.5,0.8,0.7,0.4,6,0
42161.5,16.7,0.8,0.6,0.4,6.2,0
42161.54167,16.3,0.8,0.7,0.4,6,0
42161.58333,17.3,1,0.7,0.5,5.6,0
42161.625,18.1,1,0.7,0.5,5.4,0
42161.66667,18.2,1.1,0.7,0.5,5.4,0
42161.70833,18.2,1,0.7,0.4,5.7,0
42161.75,17.9,0.9,0.7,0.4,5.9,0
42161.79167,17.5,1.1,0.7,0.4,5.4,0
42161.83333,17.2,0.8,0.6,0.4,5.6,0
42161.875,17.4,0.8,0.6,0.4,5.8,0
42161.91667,17.7,0.9,0.6,0.4,5.7,0
42161.95833,17.9,0.8,0.6,0.4,6.3,0
42162,17.6,0.8,0.5,0.3,6.5,0
42162.04167,17.3,0.7,0.5,0.3,7.1,0
42162.08333,17.6,0.6,0.5,0.3,5.8,0
42162.125,17.5,0.6,0.5,0.3,7,0
42162.16667,17.2,0.8,0.5,0.3,6.3,0
42162.20833,17,0.8,0.6,0.4,6.7,0
42162.25,16.7,0.6,0.5,0.3,6.9,0
42162.29167,16.7,0.7,0.5,0.3,7,0
42162.33333,16.7,0.6,0.5,0.3,6.7,0
42162.375,16.8,0.6,0.5,0.3,6.8,0
42162.41667,17.4,0.6,0.5,0.3,8,0
42162.45833,17.9,0.7,0.5,0.3,6.9,0
42162.5,18.1,0.6,0.5,0.3,6.4,0
42162.54167,18,0.6,0.5,0.3,6.4,0
42162.58333,18.3,0.7,0.6,0.3,6.6,0
42162.625,17.9,0.9,0.7,0.4,8.2,0
42162.66667,18.5,0.9,0.6,0.4,6.9,0
42162.70833,18.5,0.7,0.6,0.4,7.1,0
42162.75,18,0.9,0.6,0.4,6.1,0
42162.79167,17.5,0.9,0.6,0.4,6.1,0
42162.83333,17.7,0.8,0.6,0.4,6.2,0
42162.875,17.7,0.8,0.6,0.3,6.6,0
42162.91667,17.6,0.8,0.6,0.4,6.8,0
42162.95833,17.3,0.8,0.6,0.4,6.7,0
42163,17.3,0.7,0.6,0.4,7.3,0
42163.04167,17.2,0.9,0.6,0.4,7,0
42163.08333,16.4,0.7,0.6,0.4,6.5,0
42163.125,16.3,0.8,0.6,0.3,6.5,0
42163.16667,16.8,0.8,0.6,0.4,6.2,0
42163.20833,16.7,0.8,0.6,0.4,6,0
42163.25,17,0.7,0.6,0.4,6.3,0
42163.29167,17.2,0.8,0.5,0.3,6.1,0
42163.33333,17.1,0.8,0.6,0.4,6.2,0
42163.375,17.3,0.7,0.6,0.4,6.6,0
42163.41667,17.9,0.9,0.6,0.4,6.5,0
42163.45833,17.7,0.9,0.6,0.4,6.4,0
42163.5,17.4,0.9,0.6,0.4,5.8,0
42163.54167,17.4,0.8,0.6,0.4,5.9,0
42163.58333,17.2,0.9,0.7,0.4,5.8,0
42163.625,16.9,1,0.7,0.4,5.2,0
42163.66667,16.9,0.9,0.6,0.4,5.4,0
42163.70833,17.2,0.8,0.6,0.4,5.4,0
42163.75,16.2,0.8,0.5,0.4,4.7,0
42163.79167,15.9,0.7,0.5,0.3,5.5,0
42163.83333,16.4,0.5,0.4,0.3,5.8,0
42163.875,16.4,0.7,0.5,0.3,5.8,0
42163.91667,16.4,0.7,0.5,0.3,5.5,0
42163.95833,16.2,0.7,0.5,0.3,5.9,0
42164,16,0.9,0.6,0.4,5.5,0
42164.04167,15.8,0.8,0.6,0.4,5.8,0
42164.08333,15.8,0.7,0.5,0.3,5.4,0
42164.125,15.7,0.8,0.6,0.4,5.1,0
42164.16667,15.7,0.8,0.6,0.3,5.4,0
42164.20833,15.7,0.7,0.5,0.3,5.3,0
42164.25,15.8,0.6,0.5,0.3,5.2,0
42164.29167,16,0.7,0.5,0.3,5,0
42164.33333,16.1,0.7,0.4,0.3,4.6,0
42164.375,16.4,0.6,0.4,0.3,4.8,0
42164.41667,16.5,0.6,0.4,0.3,5.2,0
42164.45833,17.2,0.7,0.4,0.3,4.9,0
42164.5,18.4,0.5,0.4,0.2,4.6,0
42164.54167,18.1,0.5,0.4,0.2,4.7,0
42164.58333,19,0.6,0.4,0.3,4.7,0
42164.625,18.1,0.5,0.4,0.2,5,0
42164.66667,17.8,0.5,0.4,0.2,4.8,0
42164.70833,18.6,0.5,0.3,0.2,4.6,0
42164.75,17.7,0.5,0.4,0.2,4.5,0
42164.79167,17.3,0.5,0.4,0.2,4.2,0
42164.83333,17.2,0.5,0.4,0.2,4.4,0
42164.875,16.9,0.5,0.3,0.2,3.8,0
42164.91667,16.7,0.5,0.4,0.2,3.9,0
42164.95833,16.6,0.4,0.3,0.2,4.1,0
42165,16.3,0.5,0.3,0.2,4.5,0
42165.04167,16.3,0.5,0.3,0.2,4.1,0
42165.08333,16.5,0.4,0.3,0.2,4.4,0
42165.125,16.3,0.4,0.3,0.2,4.9,0
42165.16667,16.3,0.4,0.3,0.2,4.6,0
42165.20833,16,0.4,0.3,0.2,4.7,0
42165.25,16.1,0.4,0.3,0.2,4.7,0
42165.29167,16.1,0.3,0.3,0.2,4.3,0
42165.33333,16.2,0.4,0.3,0.2,4.2,0
42165.375,16.7,0.4,0.3,0.2,4.6,0
42165.41667,17.3,0.4,0.2,0.2,4.9,0
42165.45833,19.2,0.3,0.2,0.1,4.7,0
42165.5,18.8,0.3,0.2,0.2,4.3,0
42165.54167,20.6,0.3,0.2,0.1,4.6,0
42165.58333,20.2,0.3,0.2,0.1,4.4,0
42165.625,21,0.4,0.2,0.2,4,0
42165.66667,20.7,0.2,0.2,0.1,4.3,0
42165.70833,20.6,0.2,0.2,0.1,4.5,0
42165.75,19.8,0.2,0.2,0.1,3.8,0
42165.79167,19.2,0.3,0.2,0.1,3.8,0
42165.83333,17.9,0.2,0.2,0.1,3.9,0
42165.875,18.4,0.2,0.1,0.1,4.6,0
42165.91667,18.3,0.2,0.2,0.1,3.8,0
42165.95833,18.6,0.2,0.1,0.1,4.8,0
42166,18.1,0.2,0.2,0.1,4.3,0
42166.04167,17.8,0.2,0.1,0.1,4.5,0
42166.08333,17.6,0.2,0.2,0.1,4.1,0
42166.125,17.1,0.2,0.2,0.1,3.7,0
42166.16667,17.2,0.2,0.1,0.1,3.9,0
42166.20833,17.2,0.2,0.1,0.1,4,0
42166.25,17.1,0.3,0.2,0.1,4.4,0
42166.29167,17,0.2,0.1,0.1,4.2,0
42166.33333,17.1,0.2,0.2,0.1,3.7,0
42166.375,16.9,0.3,0.2,0.1,4,0
42166.41667,17.1,0.2,0.2,0.1,3.9,0
42166.45833,17,0.2,0.1,0.1,4.1,0
42166.5,17.3,0.2,0.2,0.1,3.6,0
42166.54167,16.7,0.3,0.2,0.1,3,0
42166.58333,16.6,0.3,0.2,0.2,3,0
42166.625,16.5,0.3,0.2,0.2,3.2,0
42166.66667,16.6,0.3,0.2,0.2,3.3,0
42166.70833,17,0.4,0.3,0.2,3.4,0
42166.75,17.3,0.4,0.3,0.2,3.9,0
42166.79167,17.3,0.4,0.3,0.2,3.8,0
42166.83333,17.4,0.6,0.3,0.2,3.8,0
42166.875,17.3,0.6,0.4,0.2,3.8,0
42166.91667,17.3,0.5,0.4,0.3,4,0
42166.95833,17.2,0.6,0.4,0.3,4.3,0
42167,17.3,0.6,0.4,0.3,4.5,0
42167.04167,17.4,0.7,0.5,0.3,4.7,0
42167.08333,17.1,0.5,0.4,0.3,4.4,0
42167.125,17.1,0.6,0.4,0.3,4.6,0
42167.16667,17.1,0.6,0.4,0.3,4.5,0
42167.20833,17,0.5,0.4,0.3,4.1,0
42167.25,16.9,0.8,0.5,0.3,4.1,0
42167.29167,17,0.7,0.5,0.3,4.1,0
42167.33333,17,0.6,0.5,0.3,4.1,0
42167.375,17.1,0.7,0.5,0.3,4.2,0
42167.41667,17.4,0.5,0.4,0.2,4,0
42167.45833,17.5,0.6,0.4,0.2,3.8,0
42167.5,17.2,0.5,0.3,0.2,3.8,0
42167.54167,18.3,0.5,0.3,0.2,3.3,0
42167.58333,18.6,0.5,0.4,0.2,3,0
42167.625,18.5,0.6,0.4,0.3,3.3,0
42167.66667,18.7,0.9,0.5,0.3,3.5,0
42167.70833,16.7,0.8,0.5,0.3,3.9,0
42167.75,15.3,0.6,0.5,0.3,4.2,0
42167.79167,14.4,0.6,0.4,0.3,4.2,0
42167.83333,13.6,0.6,0.4,0.3,4.1,0
42167.875,13.9,0.6,0.4,0.3,4,0
42167.91667,15.2,0.7,0.5,0.3,3.9,0
42167.95833,16,0.6,0.4,0.2,4.2,0
42168,16.6,0.5,0.4,0.2,4.5,0
42168.04167,16.6,0.5,0.4,0.2,4.5,0
42168.08333,16.5,0.5,0.4,0.2,4.7,0
42168.125,16.7,0.6,0.4,0.3,5,0
42168.16667,16.9,0.5,0.4,0.3,4.9,0
42168.20833,17.1,0.7,0.5,0.3,5.1,0
42168.25,16.9,0.7,0.5,0.3,5,0
42168.29167,16.9,0.7,0.5,0.3,5.3,0
42168.33333,17,0.7,0.5,0.3,4.9,0
42168.375,16.9,0.7,0.5,0.3,5.1,0
42168.41667,16.9,0.6,0.5,0.3,5.6,0
42168.45833,17,0.6,0.4,0.3,5.6,0
42168.5,16.5,0.5,0.4,0.2,5.4,0
42168.54167,16.9,0.6,0.4,0.3,4.6,0
42168.58333,17,0.6,0.4,0.3,4.4,0
42168.625,16.9,0.8,0.6,0.4,3.5,0
42168.66667,17,1.2,0.8,0.5,3.7,0
42168.70833,16.9,1.4,1,0.6,4.1,0
42168.75,16.9,1.3,0.9,0.6,4.1,0
42168.79167,16.8,1.3,0.8,0.5,4.1,0
42168.83333,16.5,1.2,0.8,0.5,4.2,0
42168.875,16.4,1,0.8,0.5,4.3,0
42168.91667,16.2,0.9,0.7,0.4,4.7,0
42168.95833,15.9,1,0.7,0.5,4.2,0
42169,15.7,1.1,0.8,0.5,4.3,0
42169.04167,15.5,1.1,0.7,0.5,4.3,0
42169.08333,13.8,0.9,0.6,0.4,4.7,0
42169.125,15,0.8,0.6,0.4,4.7,0
42169.16667,15.5,0.6,0.5,0.3,4.8,0
42169.20833,15.5,0.6,0.4,0.3,5.1,0
42169.25,16.6,0.6,0.4,0.3,5.5,0
42169.29167,16.7,0.7,0.4,0.3,5.1,0
42169.33333,16.8,0.7,0.4,0.3,4.6,0
42169.375,17,0.6,0.5,0.3,4.9,0
42169.41667,17.2,0.6,0.4,0.3,4.7,0
42169.45833,17.3,0.7,0.5,0.3,4.1,0
42169.5,17.2,0.9,0.6,0.4,3.7,0
42169.54167,17.2,0.9,0.7,0.4,3.7,0
42169.58333,17.3,1,0.7,0.4,3.6,0
42169.625,17.5,1.1,0.7,0.5,3.6,0
42169.66667,17.4,1.1,0.8,0.5,3.6,0
42169.70833,17,1.1,0.7,0.5,3.7,0
42169.75,16.7,1,0.7,0.4,3.8,0
42169.79167,16.8,0.9,0.6,0.4,4.2,0
42169.83333,16.3,1.2,0.8,0.5,4,0
42169.875,16.4,1.1,0.7,0.5,4.1,0
42169.91667,15.9,0.9,0.6,0.4,4,0
42169.95833,15.6,1,0.7,0.4,4.2,0
42170,15.2,0.8,0.5,0.3,4.3,0
42170.04167,14.8,0.7,0.5,0.3,4.2,0
42170.08333,14.8,0.6,0.5,0.3,4.5,0
42170.125,14.5,0.7,0.4,0.3,4.7,0
42170.16667,15,0.5,0.4,0.2,5,0
42170.20833,16.9,0.4,0.3,0.2,4.9,0
42170.29722,18.3,0,0,0,0,0
42170.33333,18.2,0.4,0.3,0.2,4.4,0
42170.375,18.2,0.5,0.3,0.2,4.2,0
42170.41667,18.3,0.4,0.3,0.2,4.5,0
42170.45833,18.8,0.4,0.3,0.2,4.1,0
42170.5,18.6,0.5,0.4,0.2,3.4,0
42170.54167,18.6,0.6,0.4,0.3,3.4,0
42170.58333,18.8,0.7,0.5,0.3,3.4,0
42170.625,18.8,0.9,0.6,0.4,3.5,0
42170.66667,18.7,0.8,0.6,0.4,3.7,0
42170.70833,18.3,0.8,0.6,0.4,3.7,0
42170.75,18.7,0.8,0.6,0.4,3.7,0
42170.79167,18.7,0.8,0.6,0.4,3.7,0
42170.83333,18.6,0.7,0.5,0.3,3.8,0
42170.875,18.4,0.8,0.6,0.4,3.9,0
42170.91667,18.1,0.8,0.6,0.4,4.1,0
42170.95833,17.9,0.8,0.6,0.4,4.1,0
42171,17.7,0.5,0.4,0.3,4.1,0
42171.04167,16.9,0.6,0.4,0.2,3.9,0
42171.08333,17,0.5,0.4,0.2,3.8,0
42171.125,17.1,0.4,0.3,0.2,3.6,0
42171.16667,16.6,0.4,0.3,0.2,3.6,0
42171.20833,16.5,0.3,0.2,0.2,3.5,0
42171.25,16.6,0.3,0.2,0.2,3.3,0
42171.29167,16.5,0.3,0.2,0.1,3.4,0
42171.33333,17.1,0.3,0.2,0.1,3.8,0
42171.375,17.1,0.4,0.3,0.2,3.5,0
42171.41667,17.3,0.4,0.2,0.1,3.6,0
42171.45833,17.6,0.3,0.2,0.1,3.9,0
42171.5,17.2,0.3,0.2,0.1,3.8,0
42171.54167,17.2,0.4,0.2,0.2,3.7,0
42171.58333,17.1,0.4,0.2,0.2,3.4,0
42171.625,17.2,0.4,0.3,0.2,3.5,0
42171.66667,16.8,0.4,0.4,0.2,3.6,0
42171.70833,17.1,0.4,0.3,0.2,3.6,0
42171.75,17.1,0.4,0.3,0.2,3.4,0
42171.79167,16.6,0.4,0.3,0.2,3.6,0
42171.83333,16.4,0.4,0.3,0.2,3.4,0
42171.875,16.9,0.4,0.3,0.2,3.4,0
42171.91667,17.1,0.3,0.2,0.1,3.7,0
42171.95833,17.3,0.3,0.2,0.1,3.6,0
42172,17.1,0.3,0.2,0.1,3.7,0
42172.04167,17.3,0.3,0.2,0.1,3.3,0
42172.08333,17.4,0.3,0.2,0.1,3.5,0
42172.125,17.7,0.3,0.2,0.1,3.6,0
42172.16667,18.2,0.3,0.3,0.2,3.2,0
42172.20833,17.9,0.3,0.2,0.1,3.4,0
42172.25,18.2,0.3,0.2,0.1,3,0
42172.29167,18.3,0.3,0.2,0.1,3.4,0
42172.33333,18.4,0.3,0.2,0.1,3.3,0
42172.375,18.1,0.3,0.2,0.1,3.3,0
42172.41667,18.6,0.4,0.2,0.2,3.3,0
42172.45833,18.2,0.4,0.2,0.2,3.4,0
42172.5,18.3,0.4,0.3,0.2,3.2,0
42172.54167,18.2,0.4,0.3,0.2,3.2,0
42172.58333,18.3,0.3,0.3,0.2,3.2,0
42172.625,18.4,0.4,0.3,0.2,3.3,0
42172.66667,18.3,0.4,0.3,0.2,3.6,0
42172.70833,18.1,0.4,0.3,0.2,3.5,0
42172.75,19,0.3,0.2,0.2,3.8,0
42172.79167,17.8,0.4,0.3,0.2,3.6,0
42172.83333,17.5,0.4,0.3,0.2,3.7,0
42172.875,17.5,0.4,0.3,0.2,3.5,0
42172.91667,17.5,0.3,0.3,0.2,3.4,0
42172.95833,17.7,0.4,0.3,0.2,3.7,0
42173,17.6,0.5,0.4,0.2,3.3,0
42173.04167,17.7,0.5,0.3,0.2,3,0
42173.08333,18.2,0.6,0.4,0.2,3.1,0
42173.125,18.1,0.7,0.5,0.3,3.2,0
42173.16667,18.3,0.7,0.5,0.3,3.2,0
42173.20833,18.2,0.7,0.5,0.3,3.3,0
42173.25,18.2,0.7,0.5,0.3,3.3,0
42173.29167,18.3,0.7,0.4,0.3,3.2,0
42173.33333,18.2,0.7,0.5,0.3,3.2,0
42173.375,17.8,0.8,0.5,0.3,3.3,0
42173.41667,18,0.7,0.5,0.3,3.5,0
42173.45833,17.9,0.7,0.5,0.3,3.7,0
42173.5,17.6,0.6,0.4,0.3,3.6,0
42173.54167,17.8,0.5,0.4,0.2,3.5,0
42173.58333,17.8,0.6,0.4,0.2,3.6,0
42173.625,17.8,0.7,0.4,0.3,4.1,0
42173.66667,18.2,0.8,0.6,0.4,4.6,0
42173.70833,17.9,0.9,0.7,0.4,4.7,0
42173.75,17.8,1.3,0.9,0.5,4.9,0
42173.79167,17.7,0.9,0.8,0.5,5,0
42173.83333,18,1,0.9,0.5,5,0
42173.875,18.1,1.1,0.8,0.5,4.9,0
42173.91667,18.2,1,0.7,0.5,4.9,0
42173.95833,18.1,1,0.8,0.5,4.7,0
42174,18,1.3,0.9,0.6,4.7,0
42174.04167,17.9,1.3,0.9,0.6,4.4,0
42174.08333,17.6,1.2,0.9,0.6,4.6,0
42174.125,17.6,1.3,1,0.7,4.6,0
42174.16667,17.6,1.8,1.3,0.9,4.7,0
42174.20833,17.7,1.6,1.2,0.8,4.9,0
42174.25,17.6,2,1.3,0.8,5.1,0
42174.29167,18.1,1.8,1.3,0.8,5.4,0
42174.33333,18.4,1.3,1.1,0.7,5.3,0
42174.375,18.6,1.7,1.1,0.7,5.4,0
42174.41667,18.6,1.6,1,0.6,5.1,0
42174.45833,18.7,1.7,1.1,0.7,5.4,0
42174.5,18.8,1.4,1,0.6,5.7,0
42174.54167,18.8,1.6,1.1,0.7,5.8,0
42174.58333,18.5,1.3,1.1,0.7,5.8,0
42174.625,18.7,1.4,1,0.7,5.6,0
42174.66667,18.7,1.5,1,0.7,5.7,0
42174.70833,18.6,1.2,0.9,0.5,5.6,0
42174.75,18.5,1.1,0.9,0.6,5.5,0
42174.79167,18.3,1.2,1,0.6,5.5,0
42174.83333,18.4,1.4,1.1,0.7,5.4,0
42174.875,18.3,1.5,1,0.7,5.3,0
42174.91667,18.3,1.4,1.1,0.7,5.4,0
42174.95833,18.4,1.5,1.1,0.7,5.5,0
42175,18.5,1.6,1.1,0.7,5.5,0
42175.04167,18.5,1.4,1,0.7,5.6,0
42175.08333,18.6,1.5,1.2,0.8,5.7,0
42175.125,18.6,1.6,1.1,0.7,5.6,0
42175.16667,18.6,1.4,1,0.6,5.5,0
42175.20833,18.6,1.2,1,0.6,5.6,0
42175.25,18.7,1.2,0.9,0.6,5.4,0
42175.29167,18.7,1.1,0.8,0.5,5.3,0
42175.33333,18.8,1.2,0.9,0.6,5.1,0
42175.375,18.8,1,0.8,0.5,5.1,0
42175.41667,18.9,1,0.7,0.5,5.2,0
42175.45833,18.9,0.9,0.7,0.4,5.2,0
42175.5,19,0.9,0.6,0.4,5.3,0
42175.54167,19,1,0.7,0.4,5.2,0
42175.58333,18.9,0.9,0.6,0.4,5.1,0
42175.625,19,0.9,0.7,0.4,5.3,0
42175.66667,19.1,0.8,0.7,0.4,5.4,0
42175.70833,19.1,1.1,0.7,0.4,5.1,0
42175.75,19.2,0.8,0.6,0.4,5.2,0
42175.79167,19.2,0.9,0.7,0.4,5.2,0
42175.83333,19.1,0.7,0.6,0.4,5.5,0
42175.875,19.1,0.8,0.5,0.4,5.3,0
